5.71502, 1
17.4496, 2
79.6377, 4
83.6377, 2
87.6377, 6
98.7727, 2
134.558, 6
148.241, 6
159.04, 10
185.997, 5
198.833, 4
213.436, 10
225.436, 8
229.436, 9
245.775, 7
273.91, 5
285.76, 7
298.802, 3
319.018, 3
321.82, 9
346.174, 6
355.81, 4
396.403, 1
402.403, 7
416.425, 4
422.797, 5
428.537, 5
442.279, 3
446.352, 8
465.761, 6
491.447, 2
499.818, 6
509.216, 7
515.507, 1
556.521, 10
578.212, 2
597.335, 8
611.375, 8
617.442, 2
629.442, 3
642.523, 3
643.655, 7
651.655, 10
661.027, 5
672.158, 4
679.121, 1
694.153, 3
702.061, 4
708.16, 8
721.886, 9
752.414, 7
760.002, 8
769.919, 7
774.018, 2
789.004, 10
805.004, 3
819.004, 10
844.007, 10
850.369, 6
859.145, 3
880.615, 9
900.509, 9
901.379, 3
919.362, 6
930.018, 6
939.121, 1
969.004, 3
973.036, 3
982.682, 4
985.106, 3
989.913, 4
1001.65, 9
1011.85, 7
1025.99, 9
1064.74, 6
1076.8, 1
1093.86, 4
1110.75, 8
1123.2, 8
1131.32, 9
1163.36, 8
1168.3, 4
1188.73, 1
1201.6, 3
1214.7, 5
1225.82, 5
1227.75, 8
1233.9, 4
1254.01, 5
1264.09, 4
1278.32, 9
1300.06, 5
1310.97, 9
1324.25, 3
1336.25, 1
1346.62, 9
1362.62, 8
1364.62, 2
1381.79, 8
1395.7, 10
1404.59, 3
1418.59, 5
1422.59, 1
1430.62, 7
1455.31, 6
1479.07, 1
1492.2, 9
1508.2, 4
1538.69, 4
1570.2, 4
1576.09, 8
1585.81, 2
1604.86, 3
1607.1, 4
1617.45, 4
1623.25, 10
1635.25, 9
1646.56, 10
1659.58, 9
1664.44, 7
1672.29, 3
1686.12, 1
1703.89, 4
1720.03, 2
1730.69, 4
1737.06, 10
1752.9, 4
1765.85, 7
1771.85, 3
1779.85, 10
1793.85, 3
1809.67, 5
1841.85, 7
1857.08, 1
1871.86, 2
1891.63, 7
1916.62, 2
1926.62, 2
1928.69, 8
1956.44, 2
1969.85, 3
1976.04, 9
