34.8491, 2
36.8491, 3
38.8491, 4
51.2754, 4
85.5187, 1
138.034, 3
148.656, 1
169.609, 3
182.704, 6
188.704, 2
198.73, 1
210.672, 2
212.672, 3
240.796, 6
246.796, 2
254.796, 1
266.528, 3
350.959, 1
360.889, 1
386.543, 2
416.802, 4
420.802, 4
432.431, 5
459.003, 3
463.003, 2
474.661, 1
479.828, 3
548.432, 3
557.346, 1
567.03, 2
580.414, 1
613.307, 3
617.746, 1
728.243, 5
736.243, 6
738.243, 2
768.262, 3
780.172, 2
789.266, 2
794.461, 3
817.646, 2
819.646, 1
847.464, 2
865.338, 3
867.338, 1
881.619, 4
894.727, 6
899.22, 6
909.81, 3
917.61, 4
957.054, 3
972.133, 5
980.996, 3
1040.64, 1
1062.88, 2
1086.69, 4
1129.04, 1
1135.04, 6
1150.95, 1
1177.15, 2
1179.15, 4
1183.15, 5
1185.15, 4
1229.7, 1
1235.7, 4
1241.7, 5
1257.9, 2
1263.9, 2
1264.37, 1
1312.44, 1
1343.09, 2
1345.35, 5
1432.15, 1
1440.15, 3
1444.15, 2
1462.74, 2
1466.84, 2
1488.7, 1
1491.63, 2
1508.16, 4
1513.56, 2
1525.16, 3
1536.74, 1
1546.59, 4
1574.93, 4
1582.99, 5
1584.99, 1
1655.84, 3
1659.84, 2
1661.84, 3
1735.2, 2
1744.34, 2
1749.1, 1
1752.68, 3
1774.66, 5
1780.27, 6
1787.69, 2
1825.89, 3
1830.22, 2
1847.56, 3
1873.53, 4
1875.53, 3
1893.6, 3
1912.95, 6
1927.07, 4
1953.65, 4
1989.51, 2
