1.75436, 1
2.76255, 8
42.4815, 6
46.4815, 7
48.4815, 7
48.4815, 10
112.251, 6
127.835, 4
137.515, 7
157.863, 7
166.256, 7
167.433, 9
176.047, 10
181.932, 7
211.814, 7
215.696, 7
232.286, 10
257.374, 9
259.374, 6
267.006, 7
275.021, 9
305.237, 7
309.237, 7
315.89, 8
336.64, 8
375.949, 9
377.949, 9
380.226, 7
410.448, 9
428.958, 10
446.618, 10
499.194, 10
506.911, 7
553.357, 7
564.286, 9
571.763, 9
583.352, 8
591.113, 10
617.996, 6
625.996, 8
634.956, 5
640.956, 4
676.516, 5
683.227, 9
691.227, 10
763.17, 6
771.17, 6
786.069, 6
786.973, 6
792.736, 9
803.206, 7
808.506, 5
812.506, 6
814.506, 6
827.253, 8
831.253, 7
833.253, 7
850.548, 6
852.548, 5
854.548, 10
864.548, 10
876.585, 8
880.585, 9
882.585, 7
894.312, 9
905.133, 8
940.367, 9
954.242, 9
958.115, 7
962.115, 8
1020.75, 7
1025.95, 8
1030.8, 7
1087.95, 5
1126.9, 5
1129.51, 10
1165.57, 6
1173.57, 8
1177.57, 9
1212.73, 8
1214.73, 9
1222.87, 10
1229.93, 8
1239.97, 8
1256.68, 10
1260.68, 8
1287.27, 6
1316.39, 8
1332.47, 10
1348.91, 9
1412.23, 7
1453.86, 5
1457.86, 5
1470.52, 9
1480.26, 6
1489.83, 9
1509.02, 7
1518.59, 9
1522.59, 8
1524.59, 8
1540.97, 9
1546.64, 9
1546.79, 9
1550.85, 10
1588.26, 7
1594.26, 6
1597.51, 6
1609.41, 7
1619.58, 10
1625.58, 7
1631.58, 7
1631.58, 4
1637.58, 9
1647.58, 7
1651.58, 8
1661.26, 9
1663.26, 10
1751.77, 8
1755.77, 10
1759.77, 8
1852.53, 10
1884.87, 10
1915.85, 10
1921.48, 8
1979.56, 10
1983.56, 8
1988.9, 7
