9.56327, 2
29.7617, 8
49.7617, 4
59.7617, 4
65.7617, 7
75.7617, 6
83.7617, 3
107.888, 2
120.037, 5
128.187, 9
140.881, 9
162.059, 1
182.059, 3
202.059, 7
228.059, 7
244.059, 2
268.059, 5
278.059, 2
290.059, 4
294.059, 9
316.059, 4
334.059, 8
342.059, 9
352.059, 8
368.059, 1
396.059, 2
400.059, 3
416.059, 3
418.059, 2
426.059, 10
444.059, 5
462.059, 7
468.059, 10
476.059, 5
486.059, 8
504.059, 4
524.059, 3
528.059, 10
557.683, 1
585.683, 3
597.683, 3
603.683, 4
617.296, 7
638.572, 8
648.105, 6
671.403, 7
722.21, 3
730.21, 3
746.356, 1
765.785, 3
777.785, 8
801.785, 9
842.631, 10
856.786, 7
870.323, 4
893.819, 4
950.146, 10
974.146, 5
990.146, 9
1012.15, 5
1028.15, 4
1032.15, 5
1043.99, 3
1084.82, 1
1104.82, 7
1124.82, 4
1140.82, 2
1150.82, 10
1178.98, 7
1192.3, 2
1241.07, 7
1256.44, 5
1276.44, 5
1294.44, 5
1294.44, 3
1329.16, 1
1337.04, 10
1357.04, 8
1367.04, 2
1385.04, 8
1401.04, 8
1407.41, 9
1414.6, 7
1440.82, 2
1458.82, 1
1468.82, 7
1490.82, 6
1506.82, 2
1526.82, 10
1544.82, 10
1552.82, 9
1575.74, 4
1602.16, 3
1619.85, 6
1650.19, 4
1699.92, 1
1716.17, 1
1731.33, 8
1751.33, 7
1800.33, 2
1820.33, 9
1849.47, 4
1869.47, 2
1878.49, 3
1890.97, 7
1899.38, 4
1914.03, 5
1938.51, 4
1960.4, 6
1966.4, 1
1982.4, 3
