7.08692, 1
63.0391, 10
83.0391, 3
107.868, 8
136.451, 4
173.733, 6
191.283, 9
218.184, 2
238.184, 10
256.184, 10
332.926, 7
367.757, 6
385.757, 3
395.757, 1
405.757, 2
413.757, 7
437.757, 4
451.757, 8
461.757, 10
471.757, 9
499.514, 4
515.514, 9
532.508, 4
548.508, 6
555.629, 7
603.356, 3
617.653, 2
629.653, 5
645.653, 1
659.653, 8
675.653, 7
681.653, 7
685.653, 5
699.653, 4
713.653, 10
737.653, 8
753.653, 2
773.653, 8
785.653, 6
795.653, 10
811.653, 9
819.653, 9
821.653, 4
839.653, 3
849.653, 3
849.653, 7
859.653, 9
874.524, 10
888.524, 3
914.524, 9
938.524, 10
944.524, 5
964.635, 10
988.56, 9
995.347, 1
1019.35, 6
1045.56, 7
1061.56, 7
1069.56, 7
1083.7, 2
1107.7, 5
1125.7, 10
1139.7, 7
1149.7, 9
1177.47, 8
1195.63, 6
1199.63, 6
1217.35, 5
1239.32, 10
1263.3, 9
1278.46, 7
1298.12, 6
1326.7, 8
1343.06, 7
1353.06, 5
1357.06, 2
1367.06, 5
1381.06, 1
1399.06, 10
1433.06, 3
1455.06, 7
1473.06, 7
1487.06, 2
1505.06, 5
1513.06, 1
1525.06, 8
1541.06, 3
1553.06, 2
1557.06, 6
1567.06, 7
1573.06, 6
1579.06, 10
1594.98, 8
1614.54, 2
1633.95, 5
1642.73, 7
1666.55, 1
1690.13, 4
1726.76, 6
1740.76, 1
1764.76, 6
1792.76, 6
1792.76, 1
1804.76, 7
1826.76, 1
1851.59, 4
1880.39, 8
1898.39, 9
1922.5, 3
1949.47, 10
1971.47, 6
1995.46, 9
