35.2528, 3
39.2528, 4
42.4815, 6
46.4815, 7
48.4815, 10
54.4815, 4
138.034, 3
157.863, 7
167.433, 9
171.433, 3
183.433, 7
191.433, 2
211.814, 7
241.526, 2
252.361, 9
266.528, 3
305.287, 7
360.889, 1
377.553, 9
393.553, 2
418.781, 4
432.431, 5
460.438, 2
506.911, 7
553.357, 7
557.346, 1
569.346, 2
571.763, 9
585.763, 8
591.113, 10
617.996, 6
634.956, 5
690.958, 10
730.395, 6
768.262, 3
786.069, 6
792.069, 2
800.069, 3
810.556, 6
817.646, 1
827.646, 7
850.548, 5
854.548, 10
864.548, 3
878.548, 8
888.548, 4
896.548, 7
902.548, 6
905.133, 8
958.115, 7
960.115, 8
1025.95, 8
1087.95, 5
1129.51, 10
1166.07, 8
1172.34, 2
1184.34, 5
1190.34, 4
1213.85, 9
1229.93, 8
1232.64, 4
1240.64, 8
1248.64, 10
1257.9, 8
1261.9, 2
1316.39, 8
1343.09, 2
1355.09, 9
1437.43, 3
1466.84, 2
1480.26, 6
1489.83, 9
1495.83, 2
1509.83, 7
1521.2, 8
1523.2, 8
1525.16, 3
1540.97, 9
1552.97, 9
1552.97, 9
1552.97, 10
1583.31, 1
1620.82, 7
1634.64, 9
1638.64, 8
1643.58, 3
1656.71, 9
1744.34, 2
1758.34, 3
1760.34, 10
1780.27, 6
1874.84, 3
1884.87, 10
1915.85, 10
1981.06, 8
1988.9, 7
1990.9, 2
