34.4521, 0
79.3079, 0
89.3079, 0
107.308, 0
121.308, 0
139.308, 0
145.308, 0
165.308, 0
183.308, 0
199.308, 0
215.308, 0
239.308, 0
261.308, 0
265.308, 0
281.308, 0
299.308, 0
317.308, 0
329.308, 0
335.308, 0
347.308, 0
382.398, 0
398.398, 0
414.398, 0
424.398, 0
426.398, 0
438.398, 0
458.781, 0
478.781, 0
492.781, 0
506.781, 0
516.781, 0
530.781, 0
552.816, 0
567.991, 0
575.991, 0
593.841, 0
610.4, 0
628.649, 0
645.203, 0
669.322, 0
693.279, 0
702.856, 0
725.06, 0
758.676, 0
788.75, 0
806.75, 0
816.75, 0
834.75, 0
852.75, 0
860.75, 0
868.75, 0
882.75, 0
898.75, 0
914.75, 0
945.664, 0
1001.48, 0
1022.66, 0
1065.83, 0
1075.83, 0
1075.83, 0
1087.83, 0
1116.51, 0
1138.4, 0
1168.4, 0
1184.46, 0
1204.63, 0
1224.63, 0
1240.63, 0
1264.99, 0
1286.99, 0
1318.99, 0
1328.99, 0
1342.99, 0
1346.99, 0
1360.99, 0
1370.99, 0
1396.99, 0
1430.99, 0
1454.99, 0
1464.99, 0
1474.99, 0
1480.99, 0
1494.99, 0
1518.99, 0
1532.99, 0
1536.99, 0
1550.99, 0
1570.99, 0
1588.99, 0
1602.99, 0
1608.99, 0
1623.09, 0
1660.41, 0
1689.59, 0
1705.59, 0
1725.59, 0
1727.59, 0
1731.04, 0
1743.29, 0
1783.13, 0
1848.44, 0
1856.44, 0
1874.44, 0
1882.44, 0
1890.44, 0
1904.44, 0
1922.44, 0
1928.44, 0
1930.44, 0
1946.44, 0
1964.81, 0
1997.44, 0
