[17.4496,
85.6377,
97.6377,
134.558,
159.04,
187.997,
198.833,
222.681,
226.989,
245.775,
285.76,
298.802,
327.018,
352.174,
364.174,
402.403,
418.403,
428.403,
442.279,
450.279,
491.447,
509.216,
529.216,
574.521,
602.521,
630.521,
646.521,
650.521,
660.521,
670.521,
690.521,
712.521,
714.521,
722.521,
732.521,
752.414,
769.919,
786.018,
800.018,
806.018,
818.018,
826.018,
840.018,
850.369,
874.369,
888.369,
902.369,
916.369,
932.369,
942.369,
946.369,
960.369,
984.369,
988.369,
998.369,
1013.65,
1025.99,
1076.8,
1110.75,
1132.75,
1168.3,
1202.73,
1214.7,
1229.82,
1245.82,
1264.09,
1278.32,
1310.97,
1326.16,
1352.16,
1370.16,
1390.16,
1414.16,
1434.16,
1448.16,
1464.16,
1482.16,
1502.16,
1524.16,
1530.16,
1552.16,
1576.2,
1604.86,
1618.86,
1635.25,
1646.56,
1664.56,
1672.29,
1702.12,
1716.12,
1730.69,
1737.06,
1749.06,
1769.06,
1771.06,
1781.06,
1785.06,
1803.06,
1809.67,
1849.85,
1867.85,
1885.85,
1895.85,
1921.35,
1933.35,
1945.35,
1969.35,
1989.35]
