0.579318s
9.56327s
13.7617s
15.4378s
27.8719s
32.4466s
42.2683s
45.7562s
46.4108s
46.8666s
52.1644s
63.1535s
77.2711s
79.7341s
89.3064s
107.888s
110.037s
111.302s
126.187s
126.559s
130.631s
140.881s
156.845s
162.059s
162.807s
163.7s
174.417s
188.816s
192.354s
196.662s
208.662s
211.604s
214.124s
216.999s
218.621s
219.06s
235.485s
255.898s
264.183s
268.162s
268.895s
270.631s
272.421s
277.342s
297.716s
300.469s
309.941s
330.379s
338.094s
339.078s
347.824s
356.718s
367.584s
378.747s
381.943s
385.51s
388.43s
396.033s
396.777s
402.173s
417.975s
434.31s
438.927s
443.047s
444.744s
446.02s
448.028s
454.235s
466.445s
467.822s
469.029s
470.866s
483.48s
496.79s
512.514s
522.058s
542.234s
557.683s
567.187s
568.558s
574.351s
576.693s
584.214s
597.117s
604.37s
617.296s
624.572s
630.513s
641.693s
648.105s
648.245s
671.403s
712.21s
722.157s
726.754s
727.787s
735.604s
746.356s
763.534s
765.785s
769.125s
777.088s
785.995s
790.265s
818.503s
842.631s
850.786s
854.072s
854.471s
870.323s
881.959s
893.819s
923.447s
950.146s
953.856s
957.126s
968.064s
988.339s
990.873s
998.494s
998.737s
1005.99s
1027.36s
1030.37s
1038.81s
1043.99s
1070.82s
1072.81s
1080.52s
1085.82s
1086.59s
1106.02s
1107.79s
1128.38s
1130.68s
1134.59s
1139.25s
1178.98s
1179.93s
1192.3s
1223.65s
1241.07s
1250.19s
1256.44s
1257.34s
1258.6s
1258.68s
1259.24s
1270.43s
1279.23s
1305.15s
1329.16s
1333.1s
1337.04s
1340.31s
1348.49s
1352.08s
1353.83s
1354.72s
1378.84s
1379.47s
1394.19s
1396.74s
1407.41s
1409.75s
1414.6s
1424.95s
1440.82s
1441.41s
1442.15s
1442.54s
1445.03s
1450.03s
1473.77s
1478.9s
1490.71s
1502.12s
1513.25s
1513.45s
1515.59s
1516.98s
1539.62s
1557.74s
1571.06s
1571.77s
1602.16s
1602.74s
1619.85s
1640s
1650.19s
1661.87s
1699.92s
1712.17s
1713.6s
1719.17s
1731.33s
1744.36s
1747.32s
1749.46s
1800.33s
1806.1s
1819.67s
1826.82s
1849.47s
1855.39s
1861.09s
1874.62s
1878.49s
1884.97s
1890.15s
1895.39s
1899.38s
1899.69s
1914.03s
1927.67s
1938.51s
1956.4s
1956.78s
1959.42s
1960.84s
1973.16s
1981.28s
1991.36s
2022.18s
2022.22s
2023.86s
2038.95s
2052.36s
2060.12s
2079.61s
2080.26s
2080.46s
2081.55s
2088.49s
2095.64s
2099.47s
2118.67s
2123.28s
2124.09s
2140.56s
2150.59s
2181.77s
2190.32s
2192.59s
2193.94s
